"","major","degree","decision_method","gpa","gre_verbal","gre_quant","status","uni_faculty","uni_pub","decision_month"
"5478","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"1950","CS","MS","E-mail",NA,NA,NA,"American",68,8.7,"03"
"13144","CS","PhD","E-mail",NA,NA,NA,"American",20,2.3,"03"
"3836","CS","MS","E-mail",3.86,158,170,"International",53,6.9,"04"
"2201","CS","PhD","Website",NA,156,152,"International",NA,NA,"02"
"9871","CS","PhD","E-mail",3.3,168,166,"International",50,4.7,"03"
"4677","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",83,9.9,"03"
"2158","CS","PhD","E-mail",NA,NA,NA,"American",51,5.3,"02"
"4398","CS","MS","Website",NA,NA,NA,"International",73,6.7,"03"
"14206","CS","PhD","Other",4,162,166,"American",152,18.1,"01"
"5610","CS","PhD","E-mail",3.8,162,164,"American",11,1.4,"02"
"3645","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",55,4.3,"05"
"5503","HCI","PhD","E-mail",3.85,166,170,"International",152,18.1,"02"
"14534","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",83,9.9,"04"
"970","CS","MS","Website",NA,NA,NA,"International",73,6.7,"03"
"5657","CS","PhD","E-mail",NA,NA,NA,"Other",50,4.7,"02"
"6113","ECE","PhD","E-mail",NA,NA,NA,"International",35,3.4,"01"
"8644","CS","PhD","E-mail",NA,NA,NA,"American",23,2.7,"02"
"6522","CS","MS","Website",3.65,161,166,"American",46,5.6,"04"
"6371","CS","MS","E-mail",NA,152,163,"International",55,4.3,"04"
"10003","CS","MS","E-mail",NA,160,164,"International",48,5.9,"03"
"14934","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",13,1.8,"03"
"6080","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"01"
"14550","ECE","PhD","E-mail",NA,NA,NA,"International",15,1.5,"03"
"4469","ECE","MS","E-mail",NA,NA,NA,"International",83,9.9,"03"
"10833","CS","PhD","Website",NA,NA,NA,"International with US Degree",26,2.5,"02"
"3967","CS","MS","E-mail",NA,NA,NA,"American",36,2.8,"04"
"11176","CS","PhD","E-mail",3.3,168,166,"International",152,18.1,"02"
"6190","CS","PhD","E-mail",3.3,139,159,"International",53,4.8,"01"
"11104","CS","PhD","E-mail",3.92,159,170,"International",57,11.5,"02"
"15133","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"03"
"6798","CS","PhD","E-mail",3.8,159,170,"International",22,2.8,"03"
"7189","ECE","PhD","E-mail",3.96,160,165,"International",63,8.6,"03"
"7131","CS","MS","E-mail",NA,NA,NA,"International",25,3.5,"03"
"7146","CS","MS","E-mail",NA,NA,NA,"International",13,1.4,"03"
"16425","CS","MS","Website",NA,NA,NA,"International",30,2.3,"01"
"14716","ECE","PhD","E-mail",NA,NA,NA,"International",83,9.9,"03"
"2827","CS","PhD","E-mail",3.7,164,166,"American",57,8.4,"02"
"12625","CS","MS","E-mail",NA,NA,NA,"International",47,3,"03"
"12485","CS","PhD","Postal Service",NA,NA,NA,"American",29,4.2,"03"
"15903","CS","MS","Website",3,162,163,"International",83,11.1,"02"
"13660","CS","PhD","Website",NA,NA,NA,"International",85,12.3,"02"
"14114","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"6475","CS","PhD","Website",NA,NA,NA,"International",37,3.4,"04"
"1982","CS","PhD","E-mail",3.7,149,165,"International",40,3.6,"01"
"3564","CS","MS","E-mail",NA,NA,NA,"International",26,2.3,"10"
"10281","CS","PhD","Postal Service",NA,NA,NA,"American",15,1.5,"03"
"8599","CS","PhD","E-mail",3.92,165,170,"International",85,12.3,"02"
"15355","ECE","MS","E-mail",NA,NA,NA,"International",68,8.7,"03"
"8464","CS","PhD","E-mail",NA,NA,NA,"International",73,6.7,"02"
"7114","CS","PhD","Website",3.5,168,154,"International",50,4.7,"03"
"9304","CS","MS","E-mail",NA,NA,NA,"International",22,2.8,"04"
"6491","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"3500","IS","MS","E-mail",3.52,155,169,"American",46,5.6,"01"
"10263","CS","MS","E-mail",NA,NA,NA,"International",48,5.9,"03"
"3525","CS","MS","E-mail",3.62,157,161,"American",37,5,"01"
"5804","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"16022","CS","PhD","E-mail",NA,NA,NA,"International",51,5.3,"02"
"12023","CS","PhD","E-mail",NA,NA,NA,"International",10,1.6,"04"
"4311","CS","MS","E-mail",3.28,170,163,"American",53,6.9,"03"
"2277","HCI","MS","E-mail",2.59,160,154,"American",57,8.4,"02"
"11600","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"01"
"15358","CS","PhD","E-mail",3.8,151,166,"International",48,5.9,"03"
"10836","CS","PhD","E-mail",NA,NA,NA,"American",51,5.3,"02"
"12413","ECE","PhD","E-mail",NA,NA,NA,"International",63,8.6,"03"
"14713","ECE","PhD","E-mail",NA,NA,NA,"International",26,2.3,"04"
"4479","ECE","PhD","E-mail",3.6,159,170,"International",68,8.7,"03"
"6062","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",37,3.4,"01"
"550","CS","MS","E-mail",3.4,146,144,"International",50,4.7,"03"
"8430","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"4077","CS","MS","E-mail",NA,NA,NA,"International",63,8.6,"04"
"11586","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",42,5.4,"01"
"11405","CS","PhD","E-mail",3.6,162,168,"International with US Degree",40,3.6,"02"
"3698","CS","MS","Website",3.2,161,161,"International",37,3.1,"04"
"11334","CS","MS","E-mail",3.2,150,160,"International",24,2,"02"
"9092","CS","MS","E-mail",3.91,141,159,"International",34,2.3,"04"
"8407","CS","MS","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"10963","CS","PhD","E-mail",NA,155,166,"International",24,2,"02"
"5995","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"2263","CS","PhD","E-mail",4,157,158,"American",32,2.7,"02"
"3061","CS","PhD","E-mail",3.27,165,166,"International",57,11.5,"02"
"6292","CS","MS","E-mail",4,161,166,"International",83,9.9,"02"
"14451","CS","PhD","E-mail",NA,NA,NA,"International",50,5.7,"04"
"11810","ECE","PhD","E-mail",NA,NA,NA,"International",53,4.8,"04"
"6378","CS","MS","E-mail",NA,NA,NA,"International",68,8.7,"04"
"7294","CS","MS","Website",NA,145,163,"International",38,3.1,"03"
"7579","CS","MS","E-mail",NA,NA,NA,"International",48,5.9,"02"
"5055","CS","PhD","E-mail",3.1,170,150,"International",32,2.7,"02"
"9477","CS","PhD","E-mail",3.74,160,166,"International with US Degree",47,5.8,"03"
"782","CS","MS","E-mail",3.2,145,170,"International with US Degree",47,5.8,"04"
"13422","CS","PhD","E-mail",NA,NA,NA,"International",50,5.7,"02"
"4890","CS","MS","E-mail",NA,NA,NA,"International with US Degree",21,2.4,"03"
"3352","CS","PhD","E-mail",3.84,153,164,"International",83,9.9,"01"
"3668","CS","MS","Website",3.97,151,165,"International",47,5.8,"05"
"10193","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",12,1.8,"03"
"5238","CS","MS","Website",3.89,161,164,"International",83,11.1,"02"
"16295","CS","PhD","E-mail",3.8,170,147,"International",83,11.1,"02"
"1276","CS","MS","E-mail",3.73,160,170,"International with US Degree",73,6.7,"03"
"7192","CS","PhD","E-mail",NA,NA,NA,"International",21,2.1,"03"
"14218","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"01"
"7614","CS","MS","Website",3,162,165,"International",46,4.3,"01"
"15586","Other","PhD","Website",NA,NA,NA,"American",26,3.3,"02"
"631","CS","MS","E-mail",NA,NA,NA,"International",42,5.4,"04"
"8096","CS","PhD","Other",NA,NA,NA,"International",73,6.7,"02"
"8871","CS","PhD","E-mail",3.69,155,164,"American",53,4.8,"01"
"13201","CS","MS","E-mail",NA,NA,NA,"International",83,11.1,"03"
"7877","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"4623","CS","MS","Website",3.8,159,163,"International",52,6.4,"03"
"13962","CS","MS","E-mail",NA,NA,NA,"International with US Degree",51,5.3,"02"
"13566","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"9488","ECE","PhD","E-mail",3.45,156,170,"International",53,6.9,"03"
"3095","CS","PhD","E-mail",NA,NA,NA,"International",83,11.1,"01"
"14633","CS","MS","Website",NA,NA,NA,"International",30,2.3,"04"
"8047","CS","PhD","E-mail",3.64,164,166,"International",22,2.4,"02"
"2932","ECE","PhD","E-mail",4,158,170,"International",53,4.8,"02"
"6811","CS","PhD","E-mail",3.92,153,161,"International",73,6.7,"03"
"2568","CS","MS","E-mail",NA,NA,NA,"International",33,2.8,"02"
"5612","CS","PhD","E-mail",NA,NA,NA,"International",51,5.3,"02"
"10466","ECE","MS","E-mail",NA,NA,NA,"International with US Degree",53,4.8,"02"
"9231","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"04"
"3143","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"11729","CS","PhD","E-mail",NA,NA,NA,"International",19,2.8,"04"
"3350","CS","PhD","E-mail",NA,NA,NA,"International",73,6.7,"01"
"6912","ECE","PhD","E-mail",3.92,154,165,"International",40,3.6,"03"
"10293","CS","MS","E-mail",NA,NA,NA,"American",46,5.6,"03"
"15921","CS","MS","E-mail",NA,NA,NA,"International",57,8.4,"02"
"6440","CS","MS","E-mail",NA,NA,NA,"International",38,3.1,"04"
"7202","CS","MS","E-mail",NA,NA,NA,"International",34,2.3,"02"
"6946","CS","MS","E-mail",NA,NA,NA,"International",57,11.5,"03"
"14689","CS","PhD","E-mail",3.2,146,163,"International",38,3.1,"04"
"357","ECE","MS","E-mail",3.6,160,166,"International",39,2.4,"04"
"16321","ECE","MS","Postal Service",3.66,170,163,"American",73,6.7,"02"
"9272","CS","PhD","E-mail",NA,NA,NA,"American",20,2.3,"04"
"9319","CS","PhD","Website",3.91,141,159,"International",46,4.3,"07"
"5671","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"10661","CS","PhD","Website",NA,NA,NA,"American",37,5,"02"
"330","CS","MS","Website",NA,147,170,"International",23,1.9,"04"
"2825","CS","PhD","E-mail",3.11,149,167,"International",30,2.3,"02"
"14244","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",42,5.4,"01"
"10563","CS","MS","E-mail",3.8,160,166,"International",55,4.7,"02"
"11214","CS","MS","E-mail",3.93,161,170,"International with US Degree",152,18.1,"02"
"3627","CS","MS","Other",NA,NA,NA,"International",50,5.7,"05"
"9155","CS","PhD","Website",NA,NA,NA,"International with US Degree",37,3.4,"04"
"11312","CS","PhD","E-mail",NA,NA,NA,"International",23,2.7,"02"
"7327","ECE","PhD","E-mail",3.56,151,169,"International",152,18.1,"03"
"16213","CS","PhD","E-mail",NA,NA,NA,"Other",68,8.7,"02"
"1953","ECE","MS","E-mail",NA,163,160,"International",32,2.7,"03"
"14778","ECE","MS","Phone",NA,NA,NA,"International with US Degree",42,5.4,"03"
"5173","CS","PhD","E-mail",3.67,149,168,"International",42,2.6,"02"
"12320","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",37,3.1,"02"
"11697","ECE","MS","Website",NA,NA,NA,"International",22,2.8,"05"
"5380","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"2213","CS","MS","E-mail",3.5,168,155,"International",68,8.7,"02"
"14714","CS","MS","E-mail",NA,NA,NA,"International",53,6.9,"04"
"1148","CS","PhD","E-mail",3.58,152,170,"International",37,3.4,"03"
"8099","CS","PhD","E-mail",NA,NA,NA,"International",43,3.6,"02"
"1317","CS","PhD","E-mail",NA,NA,NA,"International",30,2.8,"03"
"659","CS","MS","E-mail",4,162,165,"International",68,8.7,"04"
"14083","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"13135","ECE","MS","E-mail",NA,NA,NA,"International",53,4.8,"02"
"7756","ECE","PhD","Website",NA,NA,NA,"Other",48,5.9,"02"
"51","CS","MS","Phone",NA,NA,NA,"International with US Degree",34,2.3,"09"
"6274","CS","PhD","E-mail",3.72,143,162,"International",55,4.3,"05"
"15476","CS","MS","E-mail",NA,NA,NA,"International",25,3.5,"03"
"15758","CS","PhD","E-mail",NA,NA,NA,"International",52,6.4,"02"
"6316","CS","PhD","E-mail",NA,NA,NA,"International",55,4.3,"05"
"11696","CS","MS","E-mail",NA,NA,NA,"International",83,9.9,"05"
"13732","CS","MS","E-mail",NA,NA,NA,"International",25,3.5,"02"
"7924","ECE","PhD","E-mail",NA,NA,NA,"International",19,2.8,"02"
"13921","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",NA,NA,"02"
"5219","CS","PhD","Website",NA,NA,NA,"International",21,2.4,"02"
"8536","ECE","PhD","E-mail",3.8,145,166,"International",83,11.1,"02"
"11311","CS","PhD","E-mail",NA,NA,NA,"International",23,2.7,"02"
"4794","CS","PhD","Website",NA,NA,NA,"International",23,2.7,"03"
"3226","CS","PhD","E-mail",4,167,165,"American",83,11.1,"02"
"14034","ECE","PhD","E-mail",3.11,167,166,"International",13,1.8,"02"
"14300","CS","PhD","Postal Service",NA,NA,NA,"International",50,5.7,"05"
"3965","CS","MS","E-mail",3.8,157,168,"International",37,5,"04"
"2458","CS","PhD","Website",3.46,145,154,"International",83,11.1,"02"
"14263","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"01"
"5016","ECE","PhD","E-mail",4,150,170,"International",53,6.9,"02"
"9442","CS","MS","E-mail",NA,NA,NA,"International",37,5,"03"
"13095","Other","MFA","E-mail",NA,NA,NA,"American",19,1.5,"03"
"7539","ECE","PhD","E-mail",NA,NA,NA,"International",19,2.8,"03"
"3344","CS","PhD","Website",NA,163,170,"International",73,6.7,"01"
"7784","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",47,5.8,"02"
"9555","CS","PhD","E-mail",3.1,159,166,"International",53,6.9,"03"
"7139","ECE","PhD","E-mail",NA,NA,NA,"International",55,4.7,"03"
"15003","HCI","MS","E-mail",NA,NA,NA,"American",152,18.1,"03"
"9896","ECE","PhD","E-mail",3.94,155,165,"American",83,9.9,"03"
"5859","CS","PhD","E-mail",3.99,170,163,"American",23,2.7,"02"
"13271","ECE","PhD","E-mail",NA,NA,NA,"International",68,8.7,"03"
"8666","CS","PhD","Website",3.1,162,163,"International with US Degree",73,6.7,"02"
"14897","CS","MS","Website",NA,NA,NA,"International",42,5.4,"03"
"6665","CS","MS","Website",NA,167,165,"American",37,3.1,"04"
"4648","ECE","PhD","E-mail",3.7,170,148,"International",22,2.4,"03"
"7680","CS","MS","E-mail",NA,NA,NA,"International",51,5.3,"02"
"5868","CS","MS","E-mail",3.73,153,165,"International",152,18.1,"02"
"2653","CS","PhD","E-mail",3.87,161,170,"American",NA,NA,"02"
"15691","CS","PhD","Website",NA,NA,NA,"International",26,3.3,"02"
"2113","CS","PhD","Website",NA,NA,NA,"International with US Degree",29,4.2,"03"
"11585","ECE","PhD","E-mail",NA,NA,NA,"International",35,3.4,"01"
"14088","CS","PhD","E-mail",NA,NA,NA,"American",57,8.4,"02"
"14570","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"2434","ECE","MS","E-mail",3.7,158,164,"International",26,2.3,"02"
"13492","CS","PhD","E-mail",3.84,156,166,"American",68,8.7,"02"
"10908","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",26,3.3,"02"
"6979","ECE","PhD","E-mail",3.94,154,166,"International",73,6.7,"03"
"4392","CS","MS","E-mail",NA,NA,NA,"International",57,11.5,"03"
"7258","CS","MS","E-mail",3.84,160,165,"International",83,9.9,"03"
"10802","CS","MS","E-mail",NA,NA,NA,"International",NA,NA,"02"
"11328","CS","PhD","E-mail",NA,NA,NA,"International",83,11.1,"02"
"11894","CS","MS","E-mail",NA,NA,NA,"International",73,6.7,"04"
"7095","CS","PhD","Postal Service",4,163,166,"International with US Degree",29,4.2,"03"
"9467","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",42,5.4,"03"
"15036","CS","MS","E-mail",3.7,166,166,"International",NA,NA,"03"
"6454","CS","PhD","E-mail",3.85,155,163,"International with US Degree",21,2.1,"04"
"11730","CS","MS","Website",NA,NA,NA,"International",37,3.1,"04"
"2792","CS","PhD","Website",3.38,158,170,"International",22,2.8,"02"
"6167","CS","MS","E-mail",3.9,162,170,"American",26,2.5,"01"
"13219","CS","PhD","E-mail",NA,NA,NA,"International",83,11.1,"03"
"7866","CS","MS","E-mail",3.2,157,165,"International",32,2.7,"02"
"14495","ECE","PhD","E-mail",NA,NA,NA,"International",21,2.1,"04"
"13831","ECE","PhD","E-mail",3.91,164,166,"American",53,6.9,"02"
"1829","CS","MS","Website",NA,NA,NA,"International",30,2.3,"03"
"1110","CS","MS","E-mail",3.88,154,163,"International",53,6.9,"03"
"887","CS","MS","Website",NA,NA,NA,"International",55,4.3,"03"
"4118","CS","MS","E-mail",3.2,161,161,"International",42,2.6,"04"
"8807","CS","PhD","E-mail",NA,NA,NA,"American",19,2.8,"01"
"4693","CS","MS","E-mail",3.5,149,160,"International",50,5.7,"03"
"4333","CS","PhD","E-mail",NA,NA,NA,"American",30,2.3,"02"
"6720","CS","MS","Website",3,155,167,"International",73,6.7,"02"
"215","CS","MS","E-mail",3.83,165,166,"International",47,5.8,"04"
"1799","CS","MS","E-mail",NA,NA,NA,"International",47,3,"03"
"10884","HCI","MS","E-mail",NA,NA,NA,"International with US Degree",63,8.6,"02"
"6083","CS","PhD","E-mail",NA,161,170,"International",83,9.9,"01"
"4426","CS","MS","E-mail",NA,NA,NA,"International",57,11.5,"03"
"1717","CS","PhD","Website",3.7,166,168,"International",52,6.4,"03"
"6750","CS","MS","E-mail",NA,NA,NA,"International",63,8.6,"04"
"928","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"03"
"5776","CS","PhD","Website",NA,NA,NA,"International",73,6.7,"02"
"2333","CS","MS","E-mail",NA,NA,NA,"International",26,2.5,"02"
"7601","CS","MS","E-mail",3.9,153,158,"American",50,5.7,"03"
"11469","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,11.5,"02"
"15811","CS","PhD","Postal Service",NA,NA,NA,"American",85,12.3,"02"
"2638","CS","MS","E-mail",NA,NA,NA,"International",48,5.9,"02"
"1298","CS","PhD","E-mail",3.85,152,169,"International",47,5.8,"03"
"11139","ECE","PhD","E-mail",NA,NA,NA,"International",85,12.3,"02"
"2","CS","MS","E-mail",3.5,156,169,"International",53,4.8,"11"
"7838","CS","PhD","Phone",NA,NA,NA,"International with US Degree",85,12.3,"02"
"5960","CS","PhD","E-mail",NA,NA,NA,"American",37,5,"02"
"7629","CS","MS","Website",NA,NA,NA,"International",52,6.4,"03"
"13428","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",30,2.3,"02"
"4497","CS","MS","E-mail",NA,NA,NA,"International",38,3.1,"03"
"6327","CS","PhD","E-mail",3.3,153,166,"American",12,1.4,"04"
"11757","CS","PhD","Postal Service",NA,NA,NA,"International",50,5.7,"04"
"710","CS","MS","E-mail",NA,NA,NA,"American",63,8.6,"03"
"14419","CS","MS","E-mail",NA,154,166,"International",37,3.1,"04"
"7980","CS","MS","E-mail",NA,162,165,"International",48,5.9,"02"
"15985","ECE","PhD","Website",NA,NA,NA,"American",83,11.1,"02"
"9815","ECE","PhD","E-mail",NA,NA,NA,"International",83,9.9,"03"
"471","CS","MS","Website",NA,NA,NA,"International",30,2.8,"03"
"11010","CS","MS","Website",NA,NA,NA,"International with US Degree",26,2.5,"02"
"11164","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"11919","ECE","PhD","E-mail",NA,NA,NA,"International",55,4.3,"04"
"11645","CS","MS","E-mail",3.7,158,166,"International",47,5.8,"11"
"11290","CS","PhD","E-mail",3.76,165,166,"International",68,8.7,"02"
"451","CS","MS","Website",3.94,NA,NA,"International with US Degree",53,4.8,"04"
"7068","ECE","MS","E-mail",NA,NA,NA,"International",68,8.7,"03"
"13585","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"15618","CS","MS","E-mail",NA,NA,NA,"International",53,6.9,"02"
"12716","ECE","MS","Website",3.4,170,139,"International",26,2.3,"03"
"2811","CS","PhD","E-mail",3.15,157,165,"International",13,1.8,"02"
"13931","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"13964","CS","MS","E-mail",NA,NA,NA,"International",51,5.3,"02"
"6267","CS","MS","E-mail",3.89,147,163,"International",13,1.4,"05"
"9605","CS","PhD","E-mail",3.97,145,159,"International",46,5.6,"03"
"9046","CS","MS","E-mail",NA,NA,NA,"International",37,3.1,"04"
"15790","CS","PhD","Website",NA,NA,NA,"American",85,12.3,"02"
"11096","CS","PhD","E-mail",3.8,163,166,"International",57,11.5,"02"
"11263","ECE","PhD","E-mail",NA,NA,NA,"American",83,11.1,"02"
"11278","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",57,8.4,"02"
"13382","CS","PhD","E-mail",NA,NA,NA,"International",11,1.4,"02"
"15584","Other","PhD","E-mail",NA,NA,NA,"American",26,3.3,"02"
"2556","CS","PhD","E-mail",3.6,151,169,"International with US Degree",68,8.7,"02"
"9366","CS","MS","E-mail",NA,NA,NA,"Other",53,6.9,"04"
"2002","CS","MS","E-mail",3.33,160,158,"American",40,3.6,"03"
"14169","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"14561","ECE","PhD","Phone",NA,NA,NA,"International",68,8.7,"04"
"5441","CS","MS","E-mail",4,156,159,"Other",53,6.9,"02"
"10962","ECE","MS","E-mail",3.67,149,160,"International",48,5.9,"01"
"6281","CS","MS","E-mail",NA,NA,NA,"International",24,1.6,"05"
"2854","CS","MS","E-mail",3.7,158,170,"International",48,5.9,"02"
"3263","CS","PhD","E-mail",NA,164,170,"International",23,2.7,"02"
"3410","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",53,6.9,"01"
"11520","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"01"
"16120","CS","PhD","E-mail",3.96,169,166,"International",57,11.5,"02"
"4697","CS","PhD","E-mail",3.88,157,161,"International",24,1.6,"03"
"15939","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"5793","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,11.5,"02"
"12394","CS","MS","E-mail",NA,NA,NA,"International",37,5,"03"
"10247","CS","PhD","E-mail",NA,NA,NA,"International",48,5.9,"03"
"16432","ECE","PhD","E-mail",3.67,144,166,"International",48,5.9,"01"
"1786","CS","MS","E-mail",3.4,168,160,"International",28,2.9,"03"
"12884","CS","PhD","E-mail",NA,NA,NA,"International",48,5.9,"03"
"427","CS","PhD","Other",NA,NA,NA,"Other",25,3.5,"04"
"927","CS","PhD","E-mail",3.93,160,165,"American",63,8.6,"03"
"979","CS","MS","Website",NA,NA,NA,"International",73,6.7,"03"
"7840","CS","PhD","Phone",NA,NA,NA,"International with US Degree",85,12.3,"02"
"2812","CS","PhD","E-mail",3.8,154,170,"International",57,8.4,"02"
"15539","CS","PhD","Phone",NA,NA,NA,"American",46,4.3,"02"
"172","CS","MS","Website",NA,NA,NA,"International",28,2.9,"05"
"9532","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",42,5.4,"03"
"7132","ECE","PhD","E-mail",NA,NA,NA,"International",33,2.8,"02"
"15448","CS","PhD","E-mail",NA,NA,NA,"International",48,5.9,"03"
"9752","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"03"
"13383","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"02"
"14584","CS","MS","E-mail",NA,NA,NA,"International",22,2.4,"04"
"1906","CS","MS","E-mail",NA,157,168,"International",46,5.6,"01"
"4548","CS","MS","E-mail",3.76,165,167,"International",50,5.7,"03"
"634","CS","MS","E-mail",3.3,154,166,"International",53,4.8,"03"
"16073","ECE","MS","Website",NA,NA,NA,"International",53,4.8,"02"
"4072","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"04"
"11450","ECE","PhD","E-mail",NA,NA,NA,"International",50,5.7,"02"
"8690","CS","PhD","Website",NA,NA,NA,"International",37,3.1,"11"
"2547","CS","PhD","E-mail",3.72,168,145,"International",68,8.7,"02"
"3657","ECE","MS","Website",NA,NA,NA,"International",55,4.7,"05"
"2120","CS","PhD","E-mail",NA,NA,NA,"American",47,3,"03"
"12723","CS","MS","E-mail",3.77,164,161,"International",21,2.4,"03"
"14782","ECE","MS","E-mail",NA,NA,NA,"International",83,9.9,"03"
"930","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"03"
"14860","ECE","PhD","E-mail",4,148,164,"International",42,5.4,"03"
"13119","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",48,5.9,"03"
"9675","CS","PhD","E-mail",3.1,159,166,"International",55,4.3,"03"
"1446","CS","MS","Website",NA,151,167,"International",30,2.3,"03"
"6739","CS","MS","E-mail",NA,NA,NA,"International",13,1.5,"03"
"9258","CS","PhD","E-mail",NA,NA,NA,"American",26,3.3,"02"
"9357","ECE","PhD","Website",NA,NA,NA,"International",50,4.7,"04"
"1930","CS","PhD","E-mail",NA,156,169,"International",33,3.4,"03"
"2064","CS","PhD","E-mail",2.6,163,145,"International",32,2.7,"02"
"1597","CS","MS","E-mail",NA,NA,NA,"International",83,9.9,"03"
"11196","ECE","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"13574","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"6092","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"01"
"5772","ECE","PhD","E-mail",NA,NA,NA,"International",35,3.4,"02"
"4086","CS","MS","E-mail",NA,164,166,"International",63,8.6,"04"
"5739","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"2579","ECE","PhD","Website",NA,NA,NA,"International",83,11.1,"02"
"13018","CS","MS","E-mail",NA,NA,NA,"International",NA,NA,"03"
"413","CS","PhD","E-mail",NA,142,156,"International",23,1.9,"04"
"11043","ECE","MS","Website",3.8,157,163,"International",38,3.1,"02"
"13078","CS","PhD","Website",NA,NA,NA,"International",50,4.7,"03"
"8322","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"10927","CS","PhD","E-mail",NA,NA,NA,"American",26,3.3,"02"
"7383","CS","PhD","E-mail",NA,NA,NA,"International",11,1.4,"03"
"11340","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",53,4.8,"02"
"10899","ECE","PhD","E-mail",3.8,146,156,"International",51,5.3,"02"
"10785","CS","PhD","E-mail",3.7,168,166,"International",22,2.4,"02"
"11112","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"4414","CS","MS","E-mail",3.91,164,170,"American",57,11.5,"03"
"2525","CS","PhD","E-mail",2.51,155,167,"International",68,8.7,"02"
"10172","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",25,3.5,"03"
"12815","CS","PhD","E-mail",3.39,147,166,"International",15,1.9,"03"
"14674","CS","MS","Website",NA,NA,NA,"International",52,6.4,"04"
"13159","ECE","PhD","E-mail",NA,NA,NA,"International",37,3.4,"02"
"16395","CS","MS","E-mail",NA,NA,NA,"International",30,2.3,"02"
"5026","CS","PhD","E-mail",3.8,141,168,"International",28,2,"02"
"6528","CS","MS","E-mail",3.7,150,162,"International",50,5.7,"04"
"5537","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"02"
"4541","ECE","MS","E-mail",NA,NA,NA,"International",26,2.3,"03"
"478","ECE","PhD","Postal Service",NA,NA,NA,"International",38,3.1,"04"
"1275","ECE","MS","E-mail",NA,NA,NA,"International",35,3.4,"03"
